01/06/2016 08:00:00.403,111166,01/06/2016 08:00:05.040,111176
01/06/2016 08:00:05.040,111176,01/06/2016 08:00:26.421,111166
01/06/2016 08:00:26.421,111166,01/06/2016 08:00:30.819,111156
01/06/2016 08:00:30.819,111156,01/06/2016 08:01:01.607,111146
01/06/2016 08:01:01.607,111146,01/06/2016 08:01:47.402,111136
01/06/2016 08:01:47.402,111136,01/06/2016 08:02:08.036,111146
01/06/2016 08:02:08.036,111146,01/06/2016 08:02:11.900,111156
01/06/2016 08:02:11.900,111156,01/06/2016 08:02:17.728,111166
01/06/2016 08:02:17.728,111166,01/06/2016 08:03:18.464,111156
01/06/2016 08:03:18.464,111156,01/06/2016 08:03:25.853,111146
01/06/2016 08:03:25.853,111146,01/06/2016 08:03:57.776,111156
01/06/2016 08:03:57.776,111156,01/06/2016 08:04:10.566,111166
01/06/2016 08:04:10.566,111166,01/06/2016 08:04:14.896,111176
01/06/2016 08:04:14.896,111176,01/06/2016 08:06:54.084,111186
01/06/2016 08:06:54.084,111186,01/06/2016 08:07:04.154,111176
01/06/2016 08:07:04.154,111176,01/06/2016 08:08:12.555,111186
01/06/2016 08:08:12.555,111186,01/06/2016 08:09:37.917,111176
01/06/2016 08:09:37.917,111176,01/06/2016 08:09:48.739,111166
01/06/2016 08:09:48.739,111166,01/06/2016 08:10:00.815,111156
01/06/2016 08:10:00.815,111156,01/06/2016 08:10:03.832,111166
01/06/2016 08:10:03.832,111166,01/06/2016 08:10:37.142,111156
01/06/2016 08:10:37.142,111156,01/06/2016 08:11:45.951,111146
01/06/2016 08:11:45.951,111146,01/06/2016 08:12:04.348,111136
01/06/2016 08:12:04.348,111136,01/06/2016 08:13:00.976,111126
01/06/2016 08:13:00.976,111126,01/06/2016 08:13:42.190,111136
01/06/2016 08:13:42.190,111136,01/06/2016 08:13:52.476,111146
01/06/2016 08:13:52.476,111146,01/06/2016 08:14:21.706,111156
01/06/2016 08:14:21.706,111156,01/06/2016 08:14:51.034,111166
01/06/2016 08:14:51.034,111166,01/06/2016 08:15:00.989,111156
01/06/2016 08:15:00.989,111156,01/06/2016 08:15:00.989,111146
01/06/2016 08:15:00.989,111146,01/06/2016 08:15:01.041,111136
01/06/2016 08:15:01.041,111136,01/06/2016 08:15:01.092,111126
01/06/2016 08:15:01.092,111126,01/06/2016 08:15:01.249,111136
01/06/2016 08:15:01.249,111136,01/06/2016 08:15:01.502,111126
01/06/2016 08:15:01.502,111126,01/06/2016 08:15:07.440,111116
01/06/2016 08:15:07.440,111116,01/06/2016 08:15:29.253,111126
01/06/2016 08:15:29.253,111126,01/06/2016 08:15:41.362,111136
01/06/2016 08:15:41.362,111136,01/06/2016 08:16:36.356,111146
01/06/2016 08:16:36.356,111146,01/06/2016 08:16:46.638,111136
01/06/2016 08:16:46.638,111136,01/06/2016 08:16:48.161,111126
01/06/2016 08:16:48.161,111126,01/06/2016 08:17:06.033,111136
01/06/2016 08:17:06.033,111136,01/06/2016 08:17:32.021,111126
01/06/2016 08:17:32.021,111126,01/06/2016 08:18:10.461,111136
01/06/2016 08:18:10.461,111136,01/06/2016 08:19:18.970,111146
01/06/2016 08:19:18.970,111146,01/06/2016 08:19:59.519,111156
01/06/2016 08:19:59.519,111156,01/06/2016 08:20:02.143,111166
01/06/2016 08:20:02.143,111166,01/06/2016 08:20:37.543,111176
01/06/2016 08:20:37.543,111176,01/06/2016 08:21:22.201,111166
01/06/2016 08:21:22.201,111166,01/06/2016 08:21:41.280,111176
01/06/2016 08:21:41.280,111176,01/06/2016 08:22:07.110,111166
01/06/2016 08:22:07.110,111166,01/06/2016 08:24:03.336,111156
01/06/2016 08:24:03.336,111156,01/06/2016 08:24:16.126,111146
01/06/2016 08:24:16.126,111146,01/06/2016 08:24:34.069,111156
01/06/2016 08:24:34.069,111156,01/06/2016 08:27:19.021,111146
01/06/2016 08:27:19.021,111146,01/06/2016 08:27:32.966,111136
01/06/2016 08:27:32.966,111136,01/06/2016 08:27:53.250,111146
01/06/2016 08:27:53.250,111146,01/06/2016 08:28:51.245,111156
01/06/2016 08:28:51.245,111156,01/06/2016 08:29:05.708,111146
01/06/2016 08:29:05.708,111146,01/06/2016 08:30:09.120,111156
01/06/2016 08:30:09.120,111156,01/06/2016 08:35:15.580,111166
01/06/2016 08:35:15.580,111166,01/06/2016 08:35:52.957,111176
01/06/2016 08:35:52.957,111176,01/06/2016 08:36:11.594,111186
01/06/2016 08:36:11.594,111186,01/06/2016 08:40:02.563,111196
01/06/2016 08:40:02.563,111196,01/06/2016 08:41:59.341,111186
01/06/2016 08:41:59.341,111186,01/06/2016 08:44:21.473,111176
01/06/2016 08:44:21.473,111176,01/06/2016 08:44:35.189,111166
01/06/2016 08:44:35.189,111166,01/06/2016 08:46:25.235,111176
01/06/2016 08:46:25.235,111176,01/06/2016 08:47:15.513,111186
01/06/2016 08:47:15.513,111186,01/06/2016 08:47:50.584,111196
01/06/2016 08:47:50.584,111196,01/06/2016 08:48:43.290,111186
01/06/2016 08:48:43.290,111186,01/06/2016 08:49:04.219,111176
01/06/2016 08:49:04.219,111176,01/06/2016 08:49:35.928,111166
01/06/2016 08:49:35.928,111166,01/06/2016 08:49:55.114,111176
01/06/2016 08:49:55.114,111176,01/06/2016 08:51:04.418,111186
01/06/2016 08:51:04.418,111186,01/06/2016 08:52:59.808,111196
01/06/2016 08:52:59.808,111196,01/06/2016 08:53:15.123,111206
01/06/2016 08:53:15.123,111206,01/06/2016 08:56:30.208,111216
01/06/2016 08:56:30.208,111216,01/06/2016 08:59:12.656,111206
01/06/2016 08:59:12.656,111206,01/06/2016 09:01:38.019,111216
01/06/2016 09:01:38.019,111216,01/06/2016 09:01:56.050,111226
01/06/2016 09:01:56.050,111226,01/06/2016 09:02:05.471,111216
01/06/2016 09:02:05.471,111216,01/06/2016 09:02:44.041,111206
01/06/2016 09:02:44.041,111206,01/06/2016 09:02:50.082,111196
01/06/2016 09:02:50.082,111196,01/06/2016 09:03:10.072,111186
01/06/2016 09:03:10.072,111186,01/06/2016 09:08:58.552,111196
01/06/2016 09:08:58.552,111196,01/06/2016 09:09:41.876,111206
01/06/2016 09:09:41.876,111206,01/06/2016 09:10:55.128,111216
01/06/2016 09:10:55.128,111216,01/06/2016 09:15:05.989,111206
01/06/2016 09:15:05.989,111206,01/06/2016 09:17:41.818,111216
01/06/2016 09:17:41.818,111216,01/06/2016 09:18:35.998,111226
01/06/2016 09:18:35.998,111226,01/06/2016 09:18:52.127,111236
01/06/2016 09:18:52.127,111236,01/06/2016 09:22:30.995,111226
01/06/2016 09:22:30.995,111226,01/06/2016 09:27:54.396,111236
01/06/2016 09:27:54.396,111236,01/06/2016 09:28:49.297,111246
01/06/2016 09:28:49.297,111246,01/06/2016 09:30:35.938,111256
01/06/2016 09:30:35.938,111256,01/06/2016 09:30:59.224,111266
01/06/2016 09:30:59.224,111266,01/06/2016 09:31:27.778,111256
01/06/2016 09:31:27.778,111256,01/06/2016 09:32:15.455,111246
01/06/2016 09:32:15.455,111246,01/06/2016 09:34:33.620,111236
01/06/2016 09:34:33.620,111236,01/06/2016 09:35:29.726,111226
01/06/2016 09:35:29.726,111226,01/06/2016 09:36:21.743,111216
01/06/2016 09:36:21.743,111216,01/06/2016 09:37:02.173,111206
01/06/2016 09:37:02.173,111206,01/06/2016 09:37:29.478,111196
01/06/2016 09:37:29.478,111196,01/06/2016 09:38:24.864,111186
01/06/2016 09:38:24.864,111186,01/06/2016 09:40:36.388,111196
01/06/2016 09:40:36.388,111196,01/06/2016 09:43:45.609,111186
01/06/2016 09:43:45.609,111186,01/06/2016 09:45:50.051,111196
01/06/2016 09:45:50.051,111196,01/06/2016 09:46:55.820,111206
01/06/2016 09:46:55.820,111206,01/06/2016 09:49:24.707,111216
01/06/2016 09:49:24.707,111216,01/06/2016 09:50:51.416,111226
01/06/2016 09:50:51.416,111226,01/06/2016 09:51:31.535,111236
01/06/2016 09:51:31.535,111236,01/06/2016 09:51:59.101,111246
01/06/2016 09:51:59.101,111246,01/06/2016 09:52:05.252,111236
01/06/2016 09:52:05.252,111236,01/06/2016 09:53:39.617,111246
01/06/2016 09:53:39.617,111246,01/06/2016 09:54:39.598,111236
01/06/2016 09:54:39.598,111236,01/06/2016 09:57:56.659,111226
01/06/2016 09:57:56.659,111226,01/06/2016 09:58:52.327,111236
01/06/2016 09:58:52.327,111236,01/06/2016 09:59:16.642,111246
01/06/2016 09:59:16.642,111246,01/06/2016 10:02:46.387,111236
01/06/2016 10:02:46.387,111236,01/06/2016 10:02:50.557,111246
01/06/2016 10:02:50.557,111246,01/06/2016 10:03:06.737,111256
01/06/2016 10:03:06.737,111256,01/06/2016 10:03:14.651,111266
01/06/2016 10:03:14.651,111266,01/06/2016 10:04:58.075,111276
01/06/2016 10:04:58.075,111276,01/06/2016 10:06:28.685,111286
01/06/2016 10:06:28.685,111286,01/06/2016 10:06:34.281,111296
01/06/2016 10:06:34.281,111296,01/06/2016 10:07:42.272,111306
01/06/2016 10:07:42.272,111306,01/06/2016 10:09:06.446,111296
01/06/2016 10:09:06.446,111296,01/06/2016 10:11:47.271,111306
01/06/2016 10:11:47.271,111306,01/06/2016 10:13:59.836,111296
01/06/2016 10:13:59.836,111296,01/06/2016 10:14:34.913,111306
01/06/2016 10:14:34.913,111306,01/06/2016 10:15:47.553,111296
01/06/2016 10:15:47.553,111296,01/06/2016 10:16:15.233,111286
01/06/2016 10:16:15.233,111286,01/06/2016 10:17:04.655,111276
01/06/2016 10:17:04.655,111276,01/06/2016 10:18:24.539,111286
01/06/2016 10:18:24.539,111286,01/06/2016 10:18:31.081,111296
01/06/2016 10:18:31.081,111296,01/06/2016 10:19:55.977,111286
01/06/2016 10:19:55.977,111286,01/06/2016 10:20:42.096,111276
01/06/2016 10:20:42.096,111276,01/06/2016 10:20:49.532,111266
01/06/2016 10:20:49.532,111266,01/06/2016 10:21:40.811,111256
