01/07/2016 08:00:00.327,111136,01/07/2016 08:01:31.976,111126
01/07/2016 08:01:31.976,111126,01/07/2016 08:01:35.840,111116
01/07/2016 08:01:35.840,111116,01/07/2016 08:01:44.025,111106
01/07/2016 08:01:44.025,111106,01/07/2016 08:02:01.959,111116
01/07/2016 08:02:01.959,111116,01/07/2016 08:02:23.795,111106
01/07/2016 08:02:23.795,111106,01/07/2016 08:03:53.208,111096
01/07/2016 08:03:53.208,111096,01/07/2016 08:05:51.674,111106
01/07/2016 08:05:51.674,111106,01/07/2016 08:06:58.870,111096
01/07/2016 08:06:58.870,111096,01/07/2016 08:07:47.173,111086
01/07/2016 08:07:47.173,111086,01/07/2016 08:10:27.645,111076
01/07/2016 08:10:27.645,111076,01/07/2016 08:10:48.763,111086
01/07/2016 08:10:48.763,111086,01/07/2016 08:15:02.990,111096
01/07/2016 08:15:02.990,111096,01/07/2016 08:15:51.187,111086
01/07/2016 08:15:51.187,111086,01/07/2016 08:16:20.327,111076
01/07/2016 08:16:20.327,111076,01/07/2016 08:18:03.952,111086
01/07/2016 08:18:03.952,111086,01/07/2016 08:18:23.345,111076
01/07/2016 08:18:23.345,111076,01/07/2016 08:19:41.260,111086
01/07/2016 08:19:41.260,111086,01/07/2016 08:22:39.171,111076
01/07/2016 08:22:39.171,111076,01/07/2016 08:22:48.267,111066
01/07/2016 08:22:48.267,111066,01/07/2016 08:23:10.159,111076
01/07/2016 08:23:10.159,111076,01/07/2016 08:23:58.632,111086
01/07/2016 08:23:58.632,111086,01/07/2016 08:25:01.542,111096
01/07/2016 08:25:01.542,111096,01/07/2016 08:25:17.197,111106
01/07/2016 08:25:17.197,111106,01/07/2016 08:25:55.206,111096
01/07/2016 08:25:55.206,111096,01/07/2016 08:26:25.692,111106
01/07/2016 08:26:25.692,111106,01/07/2016 08:26:39.623,111116
01/07/2016 08:26:39.623,111116,01/07/2016 08:26:54.236,111106
01/07/2016 08:26:54.236,111106,01/07/2016 08:27:36.282,111116
01/07/2016 08:27:36.282,111116,01/07/2016 08:29:06.467,111106
01/07/2016 08:29:06.467,111106,01/07/2016 08:29:29.126,111116
01/07/2016 08:29:29.126,111116,01/07/2016 08:36:21.343,111126
01/07/2016 08:36:21.343,111126,01/07/2016 08:44:06.555,111136
01/07/2016 08:44:06.555,111136,01/07/2016 08:45:38.299,111146
01/07/2016 08:45:38.299,111146,01/07/2016 08:45:58.568,111136
01/07/2016 08:45:58.568,111136,01/07/2016 08:46:00.573,111126
01/07/2016 08:46:00.573,111126,01/07/2016 08:46:51.287,111136
01/07/2016 08:46:51.287,111136,01/07/2016 08:48:40.776,111146
01/07/2016 08:48:40.776,111146,01/07/2016 08:50:03.169,111156
01/07/2016 08:50:03.169,111156,01/07/2016 08:51:43.870,111166
01/07/2016 08:51:43.870,111166,01/07/2016 08:57:14.162,111156
01/07/2016 08:57:14.162,111156,01/07/2016 08:57:32.485,111146
01/07/2016 08:57:32.485,111146,01/07/2016 09:01:45.998,111136
01/07/2016 09:01:45.998,111136,01/07/2016 09:02:23.677,111126
01/07/2016 09:02:23.677,111126,01/07/2016 09:02:40.049,111116
01/07/2016 09:02:40.049,111116,01/07/2016 09:03:16.545,111126
01/07/2016 09:03:16.545,111126,01/07/2016 09:04:34.569,111116
01/07/2016 09:04:34.569,111116,01/07/2016 09:05:43.216,111106
01/07/2016 09:05:43.216,111106,01/07/2016 09:09:31.506,111096
01/07/2016 09:09:31.506,111096,01/07/2016 09:09:41.409,111086
01/07/2016 09:09:41.409,111086,01/07/2016 09:11:01.194,111096
01/07/2016 09:11:01.194,111096,01/07/2016 09:11:23.088,111106
01/07/2016 09:11:23.088,111106,01/07/2016 09:11:51.220,111116
01/07/2016 09:11:51.220,111116,01/07/2016 09:14:51.909,111106
01/07/2016 09:14:51.909,111106,01/07/2016 09:15:19.401,111096
01/07/2016 09:15:19.401,111096,01/07/2016 09:15:56.983,111086
01/07/2016 09:15:56.983,111086,01/07/2016 09:17:15.324,111076
01/07/2016 09:17:15.324,111076,01/07/2016 09:17:37.631,111066
01/07/2016 09:17:37.631,111066,01/07/2016 09:17:38.622,111056
01/07/2016 09:17:38.622,111056,01/07/2016 09:19:21.648,111046
