01/08/2016 08:30:09.104,1.11062,1.11070,01/08/2016 08:30:08.769,1.11044,01/08/2016 08:30:09.104,1.11054
01/08/2016 08:30:09.206,1.11065,1.11072,01/08/2016 08:30:09.104,1.11054,01/08/2016 08:30:09.206,1.11064
01/08/2016 08:30:13.722,1.11076,1.11077,01/08/2016 08:30:09.206,1.11064,01/08/2016 08:30:13.722,1.11074
01/08/2016 08:30:13.945,1.11096,1.11098,01/08/2016 08:30:13.722,1.11074,01/08/2016 08:30:13.945,1.11084
01/08/2016 08:30:13.945,1.11096,1.11098,01/08/2016 08:30:13.945,1.11084,01/08/2016 08:30:13.945,1.11094
01/08/2016 08:30:15.498,1.11105,1.11108,01/08/2016 08:30:13.945,1.11094,01/08/2016 08:30:15.498,1.11104
01/08/2016 08:30:16.051,1.11081,1.11085,01/08/2016 08:30:15.498,1.11094,01/08/2016 08:30:16.051,1.11084
01/08/2016 08:30:24.989,1.11071,1.11074,01/08/2016 08:30:16.051,1.11084,01/08/2016 08:30:24.989,1.11074
01/08/2016 08:30:30.950,1.11095,1.11096,01/08/2016 08:30:24.989,1.11084,01/08/2016 08:30:30.950,1.11094
01/08/2016 08:30:50.742,1.11071,1.11072,01/08/2016 08:30:30.950,1.11084,01/08/2016 08:30:50.742,1.11074
01/08/2016 08:31:03.149,1.11096,1.11098,01/08/2016 08:30:50.742,1.11084,01/08/2016 08:31:03.149,1.11094
01/08/2016 08:31:06.882,1.11106,1.11107,01/08/2016 08:31:03.149,1.11094,01/08/2016 08:31:06.882,1.11104
01/08/2016 08:31:08.342,1.11118,1.11120,01/08/2016 08:31:06.882,1.11104,01/08/2016 08:31:08.342,1.11114
01/08/2016 08:31:17.149,1.11127,1.11128,01/08/2016 08:31:08.342,1.11114,01/08/2016 08:31:17.149,1.11124
01/08/2016 08:31:19.543,1.11136,1.11139,01/08/2016 08:31:17.149,1.11124,01/08/2016 08:31:19.543,1.11134
01/08/2016 08:31:22.383,1.11112,1.11116,01/08/2016 08:31:19.543,1.11124,01/08/2016 08:31:22.383,1.11114
01/08/2016 08:32:10.905,1.11102,1.11106,01/08/2016 08:31:22.383,1.11114,01/08/2016 08:32:10.905,1.11104
01/08/2016 08:32:15.179,1.11092,1.11096,01/08/2016 08:32:10.905,1.11104,01/08/2016 08:32:15.179,1.11094
01/08/2016 08:32:17.491,1.11083,1.11087,01/08/2016 08:32:15.179,1.11094,01/08/2016 08:32:17.491,1.11084
01/08/2016 08:33:07.305,1.11105,1.11107,01/08/2016 08:32:17.491,1.11094,01/08/2016 08:33:07.305,1.11104
01/08/2016 08:33:07.461,1.11115,1.11118,01/08/2016 08:33:07.305,1.11104,01/08/2016 08:33:07.461,1.11114
01/08/2016 08:33:36.845,1.11093,1.11097,01/08/2016 08:33:07.461,1.11104,01/08/2016 08:33:36.845,1.11094
01/08/2016 08:33:44.557,1.11115,1.11116,01/08/2016 08:33:36.845,1.11104,01/08/2016 08:33:44.557,1.11114
01/08/2016 08:33:54.759,1.11093,1.11096,01/08/2016 08:33:44.557,1.11104,01/08/2016 08:33:54.759,1.11094
01/08/2016 08:34:02.793,1.11083,1.11087,01/08/2016 08:33:54.759,1.11094,01/08/2016 08:34:02.793,1.11084
01/08/2016 08:34:07.741,1.11072,1.11074,01/08/2016 08:34:02.793,1.11084,01/08/2016 08:34:07.741,1.11074
01/08/2016 08:34:22.374,1.11095,1.11096,01/08/2016 08:34:07.741,1.11084,01/08/2016 08:34:22.374,1.11094
01/08/2016 08:34:55.888,1.11105,1.11108,01/08/2016 08:34:22.374,1.11094,01/08/2016 08:34:55.888,1.11104
01/08/2016 08:34:57.051,1.11116,1.11117,01/08/2016 08:34:55.888,1.11104,01/08/2016 08:34:57.051,1.11114
01/08/2016 08:35:13.391,1.11093,1.11096,01/08/2016 08:34:57.051,1.11104,01/08/2016 08:35:13.391,1.11094
01/08/2016 08:35:34.556,1.11083,1.11086,01/08/2016 08:35:13.391,1.11094,01/08/2016 08:35:34.556,1.11084
01/08/2016 08:35:38.843,1.11073,1.11075,01/08/2016 08:35:34.556,1.11084,01/08/2016 08:35:38.843,1.11074
01/08/2016 08:36:38.514,1.11095,1.11097,01/08/2016 08:35:38.843,1.11084,01/08/2016 08:36:38.514,1.11094
01/08/2016 08:36:48.780,1.11105,1.11107,01/08/2016 08:36:38.514,1.11094,01/08/2016 08:36:48.780,1.11104
01/08/2016 08:37:06.388,1.11115,1.11117,01/08/2016 08:36:48.780,1.11104,01/08/2016 08:37:06.388,1.11114
01/08/2016 08:37:23.240,1.11093,1.11094,01/08/2016 08:37:06.388,1.11104,01/08/2016 08:37:23.240,1.11094
01/08/2016 08:38:01.317,1.11083,1.11087,01/08/2016 08:37:23.240,1.11094,01/08/2016 08:38:01.317,1.11084
01/08/2016 08:38:46.851,1.11110,1.11111,01/08/2016 08:38:01.317,1.11094,01/08/2016 08:38:46.851,1.11104
01/08/2016 08:38:46.953,1.11115,1.11116,01/08/2016 08:38:46.851,1.11104,01/08/2016 08:38:46.953,1.11114
01/08/2016 08:39:56.009,1.11093,1.11095,01/08/2016 08:38:46.953,1.11104,01/08/2016 08:39:56.009,1.11094
01/08/2016 08:40:51.808,1.11083,1.11085,01/08/2016 08:39:56.009,1.11094,01/08/2016 08:40:51.808,1.11084
01/08/2016 08:42:05.796,1.11073,1.11074,01/08/2016 08:40:51.808,1.11084,01/08/2016 08:42:05.796,1.11074
01/08/2016 08:42:09.177,1.11063,1.11065,01/08/2016 08:42:05.796,1.11074,01/08/2016 08:42:09.177,1.11064
01/08/2016 08:42:12.978,1.11053,1.11056,01/08/2016 08:42:09.177,1.11064,01/08/2016 08:42:12.978,1.11054
01/08/2016 08:46:10.668,1.11075,1.11076,01/08/2016 08:42:12.978,1.11064,01/08/2016 08:46:10.668,1.11074
01/08/2016 08:46:51.453,1.11087,1.11088,01/08/2016 08:46:10.668,1.11074,01/08/2016 08:46:51.453,1.11084
01/08/2016 08:47:28.379,1.11096,1.11098,01/08/2016 08:46:51.453,1.11084,01/08/2016 08:47:28.379,1.11094
01/08/2016 08:47:39.653,1.11073,1.11075,01/08/2016 08:47:28.379,1.11084,01/08/2016 08:47:39.653,1.11074
01/08/2016 08:49:33.296,1.11063,1.11064,01/08/2016 08:47:39.653,1.11074,01/08/2016 08:49:33.296,1.11064
01/08/2016 08:49:39.243,1.11052,1.11054,01/08/2016 08:49:33.296,1.11064,01/08/2016 08:49:39.243,1.11054
01/08/2016 08:50:14.560,1.11043,1.11045,01/08/2016 08:49:39.243,1.11054,01/08/2016 08:50:14.560,1.11044
01/08/2016 08:50:16.597,1.11030,1.11033,01/08/2016 08:50:14.560,1.11044,01/08/2016 08:50:16.597,1.11034
01/08/2016 08:50:51.238,1.11023,1.11025,01/08/2016 08:50:16.597,1.11034,01/08/2016 08:50:51.238,1.11024
01/08/2016 08:51:01.945,1.11013,1.11015,01/08/2016 08:50:51.238,1.11024,01/08/2016 08:51:01.945,1.11014
01/08/2016 08:52:01.018,1.11003,1.11006,01/08/2016 08:51:01.945,1.11014,01/08/2016 08:52:01.018,1.11004
01/08/2016 08:58:38.957,1.10993,1.10996,01/08/2016 08:52:01.018,1.11004,01/08/2016 08:58:38.957,1.10994
01/08/2016 08:58:41.911,1.10982,1.10984,01/08/2016 08:58:38.957,1.10994,01/08/2016 08:58:41.911,1.10984
