01/05/2016 08:00:09.451,1.11757,1.11758,01/05/2016 08:00:00.092,1.11746,01/05/2016 08:00:09.451,1.11756
01/05/2016 08:00:56.221,1.11767,1.11768,01/05/2016 08:00:09.451,1.11756,01/05/2016 08:00:56.221,1.11766
01/05/2016 08:02:47.097,1.11777,1.11778,01/05/2016 08:00:56.221,1.11766,01/05/2016 08:02:47.097,1.11776
01/05/2016 08:03:13.682,1.11755,1.11758,01/05/2016 08:02:47.097,1.11766,01/05/2016 08:03:13.682,1.11756
01/05/2016 08:03:17.365,1.11745,1.11749,01/05/2016 08:03:13.682,1.11756,01/05/2016 08:03:17.365,1.11746
01/05/2016 08:04:57.514,1.11735,1.11737,01/05/2016 08:03:17.365,1.11746,01/05/2016 08:04:57.514,1.11736
01/05/2016 08:05:01.920,1.11725,1.11727,01/05/2016 08:04:57.514,1.11736,01/05/2016 08:05:01.920,1.11726
01/05/2016 08:08:03.503,1.11747,1.11749,01/05/2016 08:05:01.920,1.11736,01/05/2016 08:08:03.503,1.11746
01/05/2016 08:11:04.913,1.11722,1.11723,01/05/2016 08:08:03.503,1.11736,01/05/2016 08:11:04.913,1.11726
01/05/2016 08:11:10.673,1.11713,1.11715,01/05/2016 08:11:04.913,1.11726,01/05/2016 08:11:10.673,1.11716
01/05/2016 08:11:16.973,1.11705,1.11708,01/05/2016 08:11:10.673,1.11716,01/05/2016 08:11:16.973,1.11706
01/05/2016 08:12:33.651,1.11727,1.11729,01/05/2016 08:11:16.973,1.11716,01/05/2016 08:12:33.651,1.11726
01/05/2016 08:15:09.206,1.11704,1.11707,01/05/2016 08:12:33.651,1.11716,01/05/2016 08:15:09.206,1.11706
01/05/2016 08:15:37.451,1.11695,1.11696,01/05/2016 08:15:09.206,1.11706,01/05/2016 08:15:37.451,1.11696
01/05/2016 08:16:12.584,1.11683,1.11685,01/05/2016 08:15:37.451,1.11696,01/05/2016 08:16:12.584,1.11686
01/05/2016 08:19:49.823,1.11707,1.11708,01/05/2016 08:16:12.584,1.11696,01/05/2016 08:19:49.823,1.11706
01/05/2016 08:20:00.092,1.11717,1.11718,01/05/2016 08:19:49.823,1.11706,01/05/2016 08:20:00.092,1.11716
