01/05/2016 08:00:00.092,111747,01/05/2016 08:00:09.553,111757
01/05/2016 08:00:09.553,111757,01/05/2016 08:00:56.272,111767
01/05/2016 08:00:56.272,111767,01/05/2016 08:02:47.199,111777
01/05/2016 08:02:47.199,111777,01/05/2016 08:02:52.171,111767
01/05/2016 08:02:52.171,111767,01/05/2016 08:03:13.682,111757
01/05/2016 08:03:13.682,111757,01/05/2016 08:03:17.569,111747
01/05/2016 08:03:17.569,111747,01/05/2016 08:04:56.108,111737
01/05/2016 08:04:56.108,111737,01/05/2016 08:05:01.920,111727
01/05/2016 08:05:01.920,111727,01/05/2016 08:06:10.053,111737
01/05/2016 08:06:10.053,111737,01/05/2016 08:06:51.801,111727
01/05/2016 08:06:51.801,111727,01/05/2016 08:07:15.412,111737
01/05/2016 08:07:15.412,111737,01/05/2016 08:08:03.503,111747
01/05/2016 08:08:03.503,111747,01/05/2016 08:09:57.129,111737
01/05/2016 08:09:57.129,111737,01/05/2016 08:11:04.913,111727
01/05/2016 08:11:04.913,111727,01/05/2016 08:11:10.570,111717
01/05/2016 08:11:10.570,111717,01/05/2016 08:11:16.973,111707
01/05/2016 08:11:16.973,111707,01/05/2016 08:11:59.450,111717
01/05/2016 08:11:59.450,111717,01/05/2016 08:12:33.651,111727
01/05/2016 08:12:33.651,111727,01/05/2016 08:14:06.904,111717
01/05/2016 08:14:06.904,111717,01/05/2016 08:15:08.764,111707
01/05/2016 08:15:08.764,111707,01/05/2016 08:15:37.451,111697
01/05/2016 08:15:37.451,111697,01/05/2016 08:15:44.447,111707
01/05/2016 08:15:44.447,111707,01/05/2016 08:15:58.783,111697
01/05/2016 08:15:58.783,111697,01/05/2016 08:16:12.584,111687
01/05/2016 08:16:12.584,111687,01/05/2016 08:18:46.419,111697
01/05/2016 08:18:46.419,111697,01/05/2016 08:19:49.924,111707
01/05/2016 08:19:49.924,111707,01/05/2016 08:20:00.397,111717
01/05/2016 08:20:00.397,111717,01/05/2016 08:20:29.209,111727
01/05/2016 08:20:29.209,111727,01/05/2016 08:20:55.480,111737
01/05/2016 08:20:55.480,111737,01/05/2016 08:22:04.526,111747
01/05/2016 08:22:04.526,111747,01/05/2016 08:23:15.422,111737
01/05/2016 08:23:15.422,111737,01/05/2016 08:23:35.624,111747
01/05/2016 08:23:35.624,111747,01/05/2016 08:30:20.165,111737
01/05/2016 08:30:20.165,111737,01/05/2016 08:30:47.994,111727
01/05/2016 08:30:47.994,111727,01/05/2016 08:30:59.299,111717
01/05/2016 08:30:59.299,111717,01/05/2016 08:31:27.016,111707
01/05/2016 08:31:27.016,111707,01/05/2016 08:31:40.201,111697
01/05/2016 08:31:40.201,111697,01/05/2016 08:32:08.241,111707
01/05/2016 08:32:08.241,111707,01/05/2016 08:32:12.504,111717
01/05/2016 08:32:12.504,111717,01/05/2016 08:32:30.719,111707
01/05/2016 08:32:30.719,111707,01/05/2016 08:32:55.460,111697
01/05/2016 08:32:55.460,111697,01/05/2016 08:33:02.268,111687
01/05/2016 08:33:02.268,111687,01/05/2016 08:33:03.860,111677
01/05/2016 08:33:03.860,111677,01/05/2016 08:33:13.590,111667
